지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10)
108,서울,2019-06-17,21.7,0,2.3,59.1,15,1001.8,12.7,25.36,,4.5
108,서울,2019-06-18,20.8,13.8,1.5,78.6,19,1000.3,2,11.26,,9.5
108,서울,2019-06-19,21.4,.2,1.9,77.8,19.6,997.8,.9,11.24,,9.4
108,서울,2019-06-20,22.7,,1.9,70.6,19,997.1,6.9,20.91,,8
108,서울,2019-06-21,22.1,.2,1.7,72.9,19.2,996.1,3.4,12.51,,7.3
108,서울,2019-06-22,24.2,,1.5,42.3,12.1,996.5,13,27.01,,2.1
108,서울,2019-06-23,25,,1.8,40.4,12.5,998.2,12.9,26.05,,3
108,서울,2019-06-24,25.2,,2,46.9,14.6,1001.9,13.6,27.57,,1.6
108,서울,2019-06-25,25.6,,1.6,49.1,15.3,1004.2,13.4,27.13,,1.3
108,서울,2019-06-26,25.5,0,1.3,52.6,17,998.4,1.1,12.11,,9.5
108,서울,2019-06-27,25.5,1.4,1.4,70.5,22.4,990.9,3.9,14.79,,8.3
108,서울,2019-06-28,24.7,0,1.7,67.3,20.9,991.9,2.4,10.92,,8.5
108,서울,2019-06-29,23.1,1.5,1.2,72,20,988.3,4.1,12.49,,8.1
108,서울,2019-06-30,23.9,0,2.3,73.5,21.5,990.7,5.2,16.32,,6.9
108,서울,2019-07-01,23.9,,2.3,64.4,18.5,995.4,10.9,20.33,,4.9
108,서울,2019-07-02,24.4,,2.3,63.5,18.7,998.8,11.9,21.13,,4
108,서울,2019-07-03,24.1,,1.7,64.6,19,998.1,3.3,12.62,,6.4
108,서울,2019-07-04,25.4,,1.9,59.6,17.9,996.5,12.7,27.41,,2.4
108,서울,2019-07-05,27.6,0,1.5,42.1,15,993.2,11.8,24.78,,3.8
108,서울,2019-07-06,29.7,,1.7,40.9,16.2,994.1,11.8,25.87,,3.4
108,서울,2019-07-07,26.7,,2.2,43.3,14.7,997.5,9.8,22.4,,7.5
108,서울,2019-07-08,25.1,,2,46.6,14.6,997.9,9.3,20.54,,6
108,서울,2019-07-09,25,,1.8,46.4,14.3,996.7,7.7,18.2,,4.9
108,서울,2019-07-10,22.7,8.5,2,64.1,17.1,997.3,3.1,13.4,,8.4
108,서울,2019-07-11,21.9,2.9,1.3,76.9,19.9,995.2,0,8.59,,9.9
108,서울,2019-07-12,23.6,,2,65.5,18.7,996.3,7,18.43,,6.8
108,서울,2019-07-13,24.9,0,1.7,67.3,20.7,992,4.1,15,,6.4
108,서울,2019-07-14,25.9,,1.6,64.6,20.8,992.6,7.8,20.36,,4.5
108,서울,2019-07-15,23.8,7.7,1.1,80,23.3,997.2,.1,7.32,,7.5
108,서울,2019-07-16,24.7,6.3,1.3,79,24.1,1000.7,4,13.41,,7.3
108,서울,2019-07-17,25.6,.7,1.2,73.9,23.9,1001.2,1,11.19,,9
108,서울,2019-07-18,26.9,,1.2,65,22.6,998.7,3.2,12.78,,6.4
108,서울,2019-07-19,28.6,0,1.5,61.3,23.2,996.4,9.8,21.8,,4.6
108,서울,2019-07-20,28,1.1,2.1,66.9,25,990.8,1.2,10.92,,9.5
108,서울,2019-07-21,25.1,6.2,2.2,87.1,27.7,991.8,.6,6.18,,9.4
108,서울,2019-07-22,26.7,.1,2.2,74.6,25.7,996.3,6.1,13.12,,7.5
108,서울,2019-07-23,28.1,,1.7,70.8,26.4,995.3,4,13.34,,8.6
108,서울,2019-07-24,26.5,1,1.6,82.3,28.2,994.5,0,3.17,,9.6
108,서울,2019-07-25,26.3,9.7,1.2,90.1,30.8,994.6,0,3.47,,9.9
108,서울,2019-07-26,25.1,60,1.7,95.3,30.2,993.9,0,2.35,,9.9
108,서울,2019-07-27,28.4,.6,1.3,76.6,29,995.7,4.7,15.31,,7.6
108,서울,2019-07-28,26.1,25.6,2.2,88.3,29.7,998.2,0,2.87,,9.8
108,서울,2019-07-29,27.5,.5,2.6,74.5,27.2,999.2,2.6,9.43,,8
108,서울,2019-07-30,28.1,1.2,3.4,75.3,28.5,997.1,1.6,8.26,,8.8
108,서울,2019-07-31,25.8,62.3,2.2,91.1,30.1,999.3,0,3.01,,9.8
108,서울,2019-08-01,26.3,26.9,1.7,86.4,29.3,1002,4.9,13.55,,7.8
108,서울,2019-08-02,28.4,,1.2,74.6,28.3,1001.8,8.3,15.74,,3.5
108,서울,2019-08-03,29.4,3,1.3,69,27.6,1001,10.6,21.04,,3.6
108,서울,2019-08-04,28.3,8.6,1.2,75.9,28.6,1000.9,8.6,17.53,,5.8
108,서울,2019-08-05,30.5,,1.1,65.5,27.6,999.7,11.2,20.66,,2.5
108,서울,2019-08-06,31.6,,1.5,51.4,23.2,996.9,9.9,22.91,,6.8
108,서울,2019-08-07,26.9,8,1.2,78.1,27.4,995.6,1.9,6.91,,8
108,서울,2019-08-08,28.9,0,1.6,71.4,27.9,998.3,7.5,15.87,,6.6
108,서울,2019-08-09,29.8,,1.3,69,28.4,997.7,10.8,19.37,,4.9
108,서울,2019-08-10,31.5,,1.5,57.9,25.9,996,11.6,22.69,,5.1
108,서울,2019-08-11,30.4,6.7,2.5,53.6,22.6,992.2,9.8,21.52,,6.8
108,서울,2019-08-12,26.6,56.2,1.3,91.8,31.8,990.7,.3,4.8,,8.9
108,서울,2019-08-13,29.2,6.4,1.5,76.9,30.4,992.7,7.3,16.91,,7.4
108,서울,2019-08-14,30.4,,1.5,63.9,26.8,990.2,9.2,20.99,,4
108,서울,2019-08-15,25.9,16.2,1.3,82,27.1,983.8,.1,5.51,,9.1
108,서울,2019-08-16,25.9,.1,2.2,74.5,24.6,985.6,7.5,14.1,,6.3
108,서울,2019-08-17,25.9,0,2.5,69.5,23,991.5,8.1,13.25,,5
108,서울,2019-08-18,25.6,,1.7,66.5,21.2,996.9,10.7,18.61,,4.5
108,서울,2019-08-19,26.3,,1.1,60.6,20,999.7,11.1,18.16,,4.6
108,서울,2019-08-20,28.2,,1.5,56.3,21.1,999.9,10.5,21.06,,2.6
108,서울,2019-08-21,27,1.3,1.2,67.3,23.7,998.5,3.2,11.43,,7.6
108,서울,2019-08-22,26.9,,1.7,66.5,22.7,996.5,10.7,23.16,,6.3
108,서울,2019-08-23,26.2,,2.1,58.4,19.3,998.4,12,23.84,,4.4
108,서울,2019-08-24,24.1,,1.5,60.9,18.2,1000.6,3,8.25,,5.5
108,서울,2019-08-25,25,,1.5,66.6,20.5,1002.8,9.9,17.85,,3.4
108,서울,2019-08-26,26.4,,1.2,63.8,21.2,1002,9.2,18.4,,6.4
108,서울,2019-08-27,25.7,20,1,71.1,22.9,997.7,5.6,13.22,,8.1
108,서울,2019-08-28,26.1,,1.9,66.2,21.9,996.6,,,,5.9
108,서울,2019-08-29,23.4,36.9,2.2,77.1,22,995.9,4.9,,,5.6
108,서울,2019-08-30,22.6,.2,2.4,66.3,17.8,998.8,8.8,17.84,,5.3
108,서울,2019-08-31,23.5,,1.9,65,18.3,1003.4,12.1,21.07,,2.3
108,서울,2019-09-01,23.7,,1.4,64,18.1,1006.8,6.9,15.17,,6.1
108,서울,2019-09-02,24.4,,1.6,56.6,16.7,1006.5,7.4,16.85,,6.1
108,서울,2019-09-03,24.1,0,2.3,67.6,20,1005.3,2.9,11.6,,8.5
108,서울,2019-09-04,22.8,22.7,2.5,89,24.6,1003.1,1.1,5.68,,9.3
108,서울,2019-09-05,23,36.4,2,91.4,25.4,1001.9,1.5,6.07,,9
108,서울,2019-09-06,25.3,2.4,2.1,79.8,25.6,999.2,.4,9.29,,10
108,서울,2019-09-07,25.7,2.8,6,72.9,23.7,987.7,0,2.95,,10
108,서울,2019-09-08,24.7,0,1.9,76.9,23.6,998.3,1.4,9.31,,9.3
108,서울,2019-09-09,25.1,0,1.7,74.3,23.4,1000.6,2,10.04,,9.3
108,서울,2019-09-10,23.8,63.2,2.4,93.4,27.3,1001.7,1,5.74,,9.8
108,서울,2019-09-11,24.3,7.6,3.1,71.4,21.3,1004.6,6.9,16.56,,7.9
108,서울,2019-09-12,21,3.9,2.6,72.3,17.7,1006.6,0,4.09,,9.8
108,서울,2019-09-13,23.3,.1,1.7,60.4,16.7,1003.6,10.9,21.35,,4.3
108,서울,2019-09-14,22.4,.3,1.2,80,21.5,1001.6,.2,3.34,,8.8
108,서울,2019-09-15,24.2,,1.7,70.4,20.8,1000.8,10.6,18.19,,5.5
108,서울,2019-09-16,24.5,,2.1,53,15.6,1001,9.4,19.91,,3.6
108,서울,2019-09-17,23.5,,2.1,41.6,11.7,1004.7,10.6,20.01,,6.4
108,서울,2019-09-18,21,,3.1,46,11.3,1006.7,11.7,21.9,,1.1
108,서울,2019-09-19,19.5,,1.9,46.5,10.5,1008.2,10.2,19.83,,3.5
108,서울,2019-09-20,19.6,,2.1,52.8,12,1007.5,1.3,8.64,,9.4
108,서울,2019-09-21,19.6,,2,60.3,13.7,1009.1,0,4.44,,9.6
108,서울,2019-09-22,18.6,.4,3.8,63.4,13.5,1003.2,0,3.2,,9.4
108,서울,2019-09-23,20,,2.2,51.1,11.7,1004.4,9,16.92,,3.1
108,서울,2019-09-24,19.8,,1.8,61.3,13.5,1008.6,11.4,20.17,,0
108,서울,2019-09-25,20.9,,1.4,64.4,15.5,1011.7,8.8,16.44,,5.9
108,서울,2019-09-26,22.9,,1.9,59.3,15.8,1013.6,8.1,15.5,,8.4
108,서울,2019-09-27,22.9,,1.9,57.5,15.6,1012.1,3.5,10.42,,8.6
108,서울,2019-09-28,23.7,,1.7,58.9,16.8,1008.1,10.1,15.97,,3.8
108,서울,2019-09-29,22.6,,1.7,60.6,15.8,1006.7,11.1,18.83,,.3
108,서울,2019-09-30,22.4,,1.6,61,15.7,1006.8,10.5,18.37,,0
108,서울,2019-10-01,23.1,,1.8,67.1,18.7,1007.9,7.5,13.05,,6.8
108,서울,2019-10-02,21.6,23.1,3,88,22.5,1001.7,0,3.4,,9.9
108,서울,2019-10-03,22.4,4.6,2.8,73.4,19.4,996.4,6,10.14,,6.3
108,서울,2019-10-04,22.4,,2.1,71.5,19.1,1002.4,9.9,16.23,,3.6
108,서울,2019-10-05,18.7,.6,2.9,72.6,15.8,1006.1,2.3,8.24,,7
108,서울,2019-10-06,18.1,,2.9,53.4,11,1012.3,9.4,16.17,,6.1
108,서울,2019-10-07,14.8,25.4,1.8,92,15.4,1007.9,0,1.49,,9.5
108,서울,2019-10-08,14.7,,2.6,58.8,9.5,1008.2,10.3,16.78,,2.6
108,서울,2019-10-09,13.6,,1.7,48.3,7.2,1009.5,10.6,17.42,,1.9
108,서울,2019-10-10,15.2,,1.3,60.9,10.4,1006.3,1.1,8.06,,9
108,서울,2019-10-11,18.8,,1.9,60,12.5,1005.2,10.3,16.44,,.9
108,서울,2019-10-12,17.9,,3.5,49.3,9.8,1008,10.5,17.37,,.6
108,서울,2019-10-13,17.2,,1.9,52.6,10,1012.2,10.6,16.52,,2.1
108,서울,2019-10-14,14.4,,2.5,56.9,9.2,1014.8,10.1,14.54,,1.9
108,서울,2019-10-15,14.5,,1.6,55.6,9.1,1017.6,7.7,14.07,,3
108,서울,2019-10-16,14.6,,1.6,58.3,9.2,1016,9.8,15.6,,5.3
108,서울,2019-10-17,15.4,,1.7,56,9.4,1014.1,7.4,12.02,,4.8
108,서울,2019-10-18,17,,2.4,58.3,11.2,1011.9,8,12.08,,7.1
108,서울,2019-10-19,17,,1.8,63.8,12,1010.4,10.2,15.17,,.8
108,서울,2019-10-20,16.5,,1.3,70.3,12.7,1011.4,9.3,14.67,,.6
108,서울,2019-10-21,17.1,,1,61,11.3,1008.5,9.6,14.4,,2.1
108,서울,2019-10-22,18.1,,1.6,56.1,11.3,1007.5,9.1,13.66,,4.4
108,서울,2019-10-23,17,,2.4,57.3,10.9,1008.9,.7,8.08,,8
108,서울,2019-10-24,18.3,,2.7,47.6,9.8,1009.1,6.6,11.56,,4.5
108,서울,2019-10-25,16.7,0,2.4,58,10.8,1007.4,7.1,12.29,,6.6
108,서울,2019-10-26,10,,2.5,60,7.2,1008.5,8.7,13.08,,2.3
108,서울,2019-10-27,11,,1.6,59,7.5,1009.1,9.8,14.45,,.9
108,서울,2019-10-28,12.9,1.7,2.5,65.9,9.5,1005.3,7.3,11.62,,5.6
108,서울,2019-10-29,12.5,.1,2.3,61,8.6,1005.5,9,12.41,,1.6
108,서울,2019-10-30,11.2,,1.6,60.3,7.8,1011.1,9.6,14.08,,.3
108,서울,2019-10-31,14.8,,2.3,73.8,12.5,1010.1,8,10.34,,4.6
108,서울,2019-11-01,14.9,,1.8,57.9,9.4,1011.3,9.5,13.85,,1.9
108,서울,2019-11-02,13.6,,1.5,57.3,8.9,1009.9,3.3,7.69,,8.1
108,서울,2019-11-03,14.7,,2.1,57.8,9.3,1009.6,7.8,12.51,,4
108,서울,2019-11-04,13.8,,2.1,57.8,8.8,1011.5,9.7,13.83,,0
108,서울,2019-11-05,12.4,,1.6,65.1,9.1,1009,8,11.04,,1.4
108,서울,2019-11-06,11,,1.8,63.6,8,1006.6,7.5,10.63,,5
108,서울,2019-11-07,9.2,,2.7,42.8,4.9,1007.5,9.5,13.4,,1.6
108,서울,2019-11-08,6.8,,1.9,31.4,3,1011.1,9.7,13.98,,0
108,서울,2019-11-09,9.5,,1.6,41.4,4.9,1011,9.7,13.15,,.3
108,서울,2019-11-10,10,11.8,2.1,59.6,7.1,1001.2,3.3,6.6,,8.9
108,서울,2019-11-11,11.2,1.1,2.4,71.6,9.4,1000.8,7.2,8.97,,5.9
108,서울,2019-11-12,9.3,,1.4,63.6,7.2,1010.5,5.7,8.06,,3.6
108,서울,2019-11-13,7.2,7.5,2.8,72.3,7.6,1007.2,0,1.25,,8.5
108,서울,2019-11-14,1.3,,2.9,30.6,2.1,1013.7,9.7,13.15,,1
108,서울,2019-11-15,5.6,18.8,2,87.4,8.1,1007.6,.1,1.92,,8.1
108,서울,2019-11-16,6.8,,1.6,81.3,7.9,1010.1,5.6,8.92,,5.5
108,서울,2019-11-17,8.3,21.1,3.1,79.4,8.7,1006.9,0,1.32,,9.3
108,서울,2019-11-18,4.6,14.7,3.9,59.8,5.4,1008.7,8,10.26,,7.1
108,서울,2019-11-19,.2,0,2.8,48,3,1015.5,9.4,11.93,,1.4
108,서울,2019-11-20,.5,,1.8,35.5,2.2,1020.9,9.4,12.18,,0
108,서울,2019-11-21,4.2,,1.9,37.4,3.1,1021.4,5.7,7.4,,6.1
108,서울,2019-11-22,9.7,,2.1,34.1,4,1017,9,11.2,,1.4
108,서울,2019-11-23,12.1,,1.8,52,7.3,1013.4,8,8.5,,6.1
108,서울,2019-11-24,9.8,3.8,2.2,74.6,9.1,1010.1,1.8,3.84,,7.1
108,서울,2019-11-25,1.9,,2.7,62.1,4.4,1019.1,5.8,7.87,,4.4
108,서울,2019-11-26,6.6,,2,64,6.1,1018.6,7.9,9.78,,3.9
108,서울,2019-11-27,3.1,,2.7,50.8,3.8,1017.7,8.3,10.43,,4
108,서울,2019-11-28,3.5,,2,52.4,4.1,1019.1,9,11.21,,1.8
108,서울,2019-11-29,1.5,,2,42.8,2.8,1020.9,9.3,11.4,,.9
108,서울,2019-11-30,4.1,,1.7,42.6,3.4,1018,5.3,8.01,,6
108,서울,2019-12-01,4.6,3.3,1.6,79.4,6.8,1011.4,0,1.89,,9.3
108,서울,2019-12-02,-.1,,3.1,48,2.9,1011.8,8.8,10.42,,2.4
108,서울,2019-12-03,.5,.6,1.6,61.3,4.1,1014.4,3.1,5.01,,6.3
108,서울,2019-12-04,2,0,1.8,41.6,2.9,1018.5,8.7,10.18,,1
108,서울,2019-12-05,-4.4,,3.2,31.9,1.4,1025.3,9.2,11.34,,0
108,서울,2019-12-06,-5.9,,1.7,34.5,1.4,1025,9.3,11.24,,.6
108,서울,2019-12-07,-2.4,.1,1.7,65,3.4,1018.9,1.1,2.86,0,6.6
108,서울,2019-12-08,-.9,,1.4,65.1,3.6,1018,8.9,10.65,,1.1
108,서울,2019-12-09,3.2,0,2.5,56.8,4.5,1012.4,1.4,3.46,,7.9
108,서울,2019-12-10,8.1,1.7,1.2,82.3,8.8,1008.4,2,5.03,,8.9
108,서울,2019-12-11,6.3,.2,3.4,62,6.3,1007.1,5.2,5.75,,5.9
108,서울,2019-12-12,-.7,,1.8,45.4,2.6,1018,9.1,10.73,,0
108,서울,2019-12-13,2.1,1,2,53.6,3.9,1015.7,3.4,6.07,,6.8
108,서울,2019-12-14,2.7,0,2.3,58.3,4.3,1017.3,8.3,10.07,,3
108,서울,2019-12-15,5.3,,2,52.5,4.6,1018.2,7.3,8.91,,2.9
108,서울,2019-12-16,7.8,,1.9,58.9,6.2,1012.1,6.6,7.71,,6.1
108,서울,2019-12-17,7.7,9.8,2.3,81.4,8.6,1005.4,0,1.17,,8.6
108,서울,2019-12-18,.8,,2.5,64.6,4.2,1013.2,8.4,9.83,,3.5
108,서울,2019-12-19,-.8,0,2.4,47.8,2.7,1015.3,8.5,9.96,,1.8
108,서울,2019-12-20,-1.1,0,2.3,45.3,2.5,1018.6,8.9,10.45,,1.4
108,서울,2019-12-21,-1.2,.6,1.7,68.1,4,1016.4,1.9,3.35,,5.5
108,서울,2019-12-22,4.1,.3,1.7,63.4,5.1,1010.1,5.2,7.2,,7.8
108,서울,2019-12-23,3.4,2.9,2,80.4,6.3,1011.5,2.4,5.1,,6.1
108,서울,2019-12-24,.8,,1.4,67.9,4.3,1016.6,8,9.43,,.8
108,서울,2019-12-25,2,,1,60.8,4.2,1013.1,3.3,6.64,,5.9
108,서울,2019-12-26,2,.3,2.4,59,4.2,1007.2,1.3,3.72,,5.4
108,서울,2019-12-27,-1.7,,2.1,45.4,2.4,1014.1,9,10.36,,0
108,서울,2019-12-28,1.1,,2,47.6,3.1,1017.7,5.8,8.09,,3.5
108,서울,2019-12-29,3.8,1.4,2.9,52.5,4.2,1015,0,3.28,,9
108,서울,2019-12-30,2.7,.4,2.9,70.3,5.5,1013,0,2.24,,7.5
108,서울,2019-12-31,-7.9,0,3.1,39.3,1.3,1023.7,9.1,11.11,,1.3
108,서울,2020-01-01,-2.2,.1,.6,64.4,3.4,1021.1,.8,4.53,0,8.9
108,서울,2020-01-02,1,,1.2,65.4,4.3,1018.7,0,3.47,,7.9
108,서울,2020-01-03,-.1,,1.7,56.9,3.3,1016.4,8.8,10.1,,0
108,서울,2020-01-04,1.2,,1.9,50.8,3.3,1015.4,7.9,9.29,,2.1
108,서울,2020-01-05,1.3,,1.1,45.6,3,1019.7,7.1,9.1,,3.9
108,서울,2020-01-06,3.1,1.8,3.1,65.4,5,1015.3,0,2.03,,9.8
108,서울,2020-01-07,6.3,46.3,4,95,9.1,999.3,0,.75,,10
108,서울,2020-01-08,2.4,11.6,3.3,86.1,6.3,1003.6,0,1.84,,9.6
108,서울,2020-01-09,-1.2,,2.3,65.3,3.7,1013.4,8.7,9.14,,1.6
108,서울,2020-01-10,-.6,,1.5,62.9,3.6,1013,7.5,9.39,,3.1
108,서울,2020-01-11,-.1,,1.9,60.9,3.6,1009.4,8.1,10.13,,3.6
108,서울,2020-01-12,-1,,2.4,61.5,3.5,1007.5,8.6,10.33,,3.6
108,서울,2020-01-13,-2.9,,2.3,51,2.5,1012.4,8.1,11.15,,1.4
108,서울,2020-01-14,-2.3,,1.6,45.3,2.3,1015,8.5,10.06,,1
108,서울,2020-01-15,-2.7,,1.9,44.8,2.2,1017.6,9.2,11.6,,.1
108,서울,2020-01-16,-1.7,,1.6,43,2.3,1016.3,8.3,10.75,,5
108,서울,2020-01-17,-.6,,1.5,43.9,2.5,1012.6,7.6,9.85,,4.8
108,서울,2020-01-18,.3,,1.8,48.1,2.9,1010.9,9.1,11.38,,2.1
108,서울,2020-01-19,1.9,.6,2.2,62.8,4.4,1008,4.8,6.08,.3,4.8
108,서울,2020-01-20,.7,,2.5,46.8,3,1012.2,8.7,10.24,,2.3
108,서울,2020-01-21,-.4,,1.4,36.9,2.1,1018.8,9.2,11.55,,2.9
108,서울,2020-01-22,3,,1.7,36,2.7,1014.6,3.7,6.8,,7.8
108,서울,2020-01-23,4.6,,2,49.3,4.1,1013.5,8.8,10.73,,3.4
108,서울,2020-01-24,2.8,,1.7,63,4.6,1019.5,8.8,10.53,,3
108,서울,2020-01-25,4.3,,1.5,63.1,5.2,1018.7,3.6,7.86,,7.4
108,서울,2020-01-26,5.5,,2.7,56.3,4.8,1016.5,7.3,11.21,,5.8
108,서울,2020-01-27,5.9,.1,4.6,48.1,4.5,1010.4,0,2.76,,9.5
108,서울,2020-01-28,6.8,0,2.6,49.4,4.8,1007.7,0,3.98,,7.3
108,서울,2020-01-29,6,,2.1,46.4,4.3,1005.3,3.1,7.3,,6.6
108,서울,2020-01-30,5.2,,1.8,47,4.1,1004.4,5.5,9.24,,4
108,서울,2020-01-31,3.9,0,2.3,59.6,4.8,1009,6.1,9.41,,4.8
108,서울,2020-02-01,2.6,,1.7,66.6,4.9,1013.4,5.3,7.17,,3.4
108,서울,2020-02-02,1.5,,1.8,52.3,3.4,1014.7,4.8,8.39,,6.1
108,서울,2020-02-03,-.4,0,3.1,43.6,2.6,1016.3,9.6,13.56,,1.5
108,서울,2020-02-04,-1.6,1.7,2.8,50.3,2.9,1015.8,6.4,10.01,.8,3.9
108,서울,2020-02-05,-8.3,,3.3,37.3,1.2,1021,9.7,14.82,.7,0
108,서울,2020-02-06,-6.4,,1.9,36.4,1.4,1023,9.7,13.97,,.9
108,서울,2020-02-07,-1.7,0,2,45.1,2.5,1018.5,6.1,10.14,,8.9
108,서울,2020-02-08,-.1,0,3,48.1,2.9,1016.7,9.6,13.89,,2.5
108,서울,2020-02-09,-.5,0,2,51.1,3,1014.6,9.6,14.33,,2.8
108,서울,2020-02-10,4,0,1.7,49.4,3.8,1013.4,9.7,14.22,,1.1
108,서울,2020-02-11,6.8,,1.6,37,3.4,1016.3,7.6,10.91,,2.3
108,서울,2020-02-12,7.4,6.7,2.2,73.4,7.6,1006.4,0,2.86,,9.9
108,서울,2020-02-13,6.5,,1.7,84.8,8.2,1008.8,1.3,6.43,,9.1
108,서울,2020-02-14,8.1,,1.2,70.3,7.3,1010.4,8.7,13.13,,2.1
108,서울,2020-02-15,9.8,2,2.7,63,7.4,1007.3,5,8.77,,5.8
108,서울,2020-02-16,-1.4,13.4,4,81.1,4.6,1002.6,1.6,4.14,3.9,8.9
108,서울,2020-02-17,-5.9,1,3.4,64.3,2.6,1007.4,3.2,7.08,5.5,6.5
108,서울,2020-02-18,-4.1,,2.3,44,2,1016.7,10.1,16.78,2,0
108,서울,2020-02-19,1,,1.5,56.8,3.7,1019.3,7.4,12.13,,6
108,서울,2020-02-20,4.6,,1.7,62.6,5.1,1022.6,9.4,13.71,,2.5
108,서울,2020-02-21,6.7,4.2,2.2,66.3,6.5,1018.5,1.1,6.5,,9.3
108,서울,2020-02-22,4,3.1,4,62,5.1,1014.2,5.9,9.06,,5.9
108,서울,2020-02-23,2.5,,2,48.6,3.4,1018.2,10.2,17.37,,.9
108,서울,2020-02-24,7,,1.6,51.8,5.2,1013.6,7.7,13.21,,7
108,서울,2020-02-25,6.7,16.6,4.2,73.5,7.2,1007.4,.6,4.11,,7.5
108,서울,2020-02-26,6.4,0,2.1,59.6,5.6,1012.7,4.8,10.45,,5.3
108,서울,2020-02-27,6.1,,2,54,4.9,1017,10.4,16.77,,2.6
108,서울,2020-02-28,4.5,3.9,1.4,79.4,6.7,1011.9,0,2.41,,9.8
108,서울,2020-02-29,7.7,.5,1.7,68.6,6.9,1007.7,9.5,17.12,,3
108,서울,2020-03-01,5.8,.2,2,71.8,6.6,1007.9,.2,5.4,,8.1
108,서울,2020-03-02,3.4,0,2.7,55.3,4.2,1013.1,10,17.08,,1.6
108,서울,2020-03-03,4.8,,2.6,57,4.9,1013.3,4.1,10.62,,6.5
108,서울,2020-03-04,2.2,0,3.7,53.4,3.9,1011.4,6.6,10.41,,5.1
108,서울,2020-03-05,1.4,,2.5,47.5,3.1,1014.5,10.9,19.25,,0
108,서울,2020-03-06,3.7,,1.6,46.8,3.5,1011.7,10.6,16.82,,2.5
108,서울,2020-03-07,7,,2,39.5,3.8,1007.5,5.9,13,,5.4
108,서울,2020-03-08,9.3,,1.6,43.8,4.7,1008,10.7,18.27,,.3
108,서울,2020-03-09,11.1,,1.8,37.6,4.7,1003.6,7.1,14.19,,6.5
108,서울,2020-03-10,6.4,11.8,2.8,78.4,7.6,997.6,0,2.72,,7.5
108,서울,2020-03-11,3.8,,3.3,41.8,3.3,1007.7,11.2,20.72,,0
108,서울,2020-03-12,6.8,,2.5,49.8,4.6,1010.9,8.1,14.32,,4
108,서울,2020-03-13,4.9,.5,3.3,41,3.6,1011.3,9.7,17.82,,6.6
108,서울,2020-03-14,3.6,,3,48.1,3.9,1005,10,18.6,,2.1
108,서울,2020-03-15,4,,3.6,48.3,3.8,1001.4,8.5,17.29,,3.1
108,서울,2020-03-16,3.6,,2.8,42.4,3.2,1011.4,11.3,21.18,,1
108,서울,2020-03-17,6.6,,2.1,65.8,6.4,1005,4.2,6.89,,4.8
108,서울,2020-03-18,10,,1.8,45.8,4.9,1002.6,11.1,20.66,,0
108,서울,2020-03-19,9.1,0,4.8,49,5.8,995.6,7.7,15.51,,3.4
108,서울,2020-03-20,8.8,,3.1,39.6,4.2,1003.3,11,20.58,,.4
108,서울,2020-03-21,12.8,,2,56.5,8.4,1001.3,6.1,14.83,,6.9
108,서울,2020-03-22,11,,3,37.5,4.5,1004,11.6,22.54,,.1
108,서울,2020-03-23,10.6,,1.9,37.9,4.8,1006.7,11.5,20.72,,0
108,서울,2020-03-24,11.4,,1.8,35,4.4,1009.8,11.5,21.06,,0
108,서울,2020-03-25,12.5,,1.9,33.6,4.7,1009.7,9.2,19.29,,4
108,서울,2020-03-26,14.8,1.8,1.9,53.8,8.9,1004.9,4.3,11.97,,6.9
108,서울,2020-03-27,11.9,2,3.3,56.4,8.1,1003.2,7.4,17.04,,5.1
108,서울,2020-03-28,7.7,,3.2,17.9,1.8,1010.8,9.1,19.87,,5.1
108,서울,2020-03-29,8.7,,2,30.6,3.4,1010.9,11.6,23.12,,1.5
108,서울,2020-03-30,10.2,,1.8,38.4,4.4,1010.1,11.7,22.73,,.9
108,서울,2020-03-31,11.9,,2,34.5,4.5,1007,10,20.68,,5.5
108,서울,2020-04-01,11.3,,3.7,35.6,4.5,1004.5,8.6,19.12,,3.5
108,서울,2020-04-02,9.3,,2.3,41.4,4.4,1011.6,10.6,21.25,,2.6
108,서울,2020-04-03,10,,2.7,53.8,6.3,1010.5,10.7,22.56,,1.3
108,서울,2020-04-04,8.9,,3.4,36.4,3.9,1008.6,10.4,23.33,,.8
108,서울,2020-04-05,7.2,,2.8,29.5,3,1011.8,12.1,24.58,,0
108,서울,2020-04-06,9.3,,2.4,38.3,4.3,1010,11.4,22.51,,3.5
108,서울,2020-04-07,10.6,,2.5,56.6,7.1,1005.3,9,19.3,,2.1
108,서울,2020-04-08,9.4,,3.5,25.5,2.8,1007.8,12.3,24.86,,0
108,서울,2020-04-09,8.9,,2.8,44.6,5.1,1011.5,11.8,24.79,,1.3
108,서울,2020-04-10,10.7,,2.4,52.6,6.6,1014,9.2,21.07,,4.8
108,서울,2020-04-11,9.9,,2.5,63.8,7.5,1009.1,8.8,19.4,,4.8
108,서울,2020-04-12,9.9,,3.8,58.6,6.9,1004.4,8.3,19.25,,3.1
108,서울,2020-04-13,12.4,,3.1,39.4,5.1,1003.9,12.2,26.02,,1.9
108,서울,2020-04-14,13,,2.4,46.8,6.6,1006.3,12.1,25.93,,1.3
